Guid,AccountId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Origin,Subject,Priority,Description,IsEscalated,Comments
131f61a2-4abc-4480-9a64-b483f8cd0806,e8df4641-ced5-4f71-96f5-7c5dcb8fe0b1,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,#N/A,Labels not showing the contact's name,Medium,User Needs Help,false,#N/A
a9b29082-fb91-4fae-8067-4ba9e0103eb7,ce27869a-03a8-4dc9-90f5-441d03e7d97e,#N/A,#N/A,#N/A,#N/A,Problem,Escalated,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
93897105-2990-48ef-bfd5-51cffafd481a,bdf830b1-f7d4-4b49-8b9d-5237f5acc9d6,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
9a77d350-dcf2-46c9-887b-ee2692dec452,cc08c154-76c4-4769-be40-aaf165e440b3,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
92768fbe-de13-4960-92cd-cb27e96d08b8,b7942613-5a8f-44cd-8f87-e3d40a15c74b,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
34d0ce39-652d-4658-9bfa-c744cbe4798b,f56ebb78-427e-422f-8087-0e73656bba06,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
7cf10331-ca09-4640-92e6-c5136eb14e01,d7da7fba-3d87-46e4-9356-2c6cc3a4482d,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
6f59dc9a-6cd8-4bf5-a516-f7142abdb062,c18f99eb-72c7-4af7-9926-151d12af36f2,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
d5077122-3127-44b9-9c29-a3e0f6ad9972,1bbbd83a-fd4e-4225-b2ec-428d01092afe,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
7f40a28e-78f5-40d2-a533-25f15a566c0d,175d987e-c994-4755-ade1-843834b6ed5d,#N/A,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
b0decfcd-8151-4167-8fec-2d69e2205fb5,f26b90b0-0e0b-4759-b078-dd34ef69e2fc,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
ec2922e8-1648-48ef-b5e8-ded90e874f3e,c18f99eb-72c7-4af7-9926-151d12af36f2,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
86df9ad3-5c94-4d4c-a5cb-5a7b099253b4,8fceeffe-2bdc-494e-b793-1ba8eea80e09,#N/A,#N/A,#N/A,#N/A,Problem,Rejected,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
53a123d7-3a1c-40c7-a6fa-e008811a1e7c,d42605d3-8c54-4c1e-bd62-0cdca8e6b5e8,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
4c944f09-d6e8-4b06-b413-e398d60023b9,652246af-0cee-4ef7-b9f0-5a54d48a66c4,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
e9633bed-d515-4894-a8d5-f840a1eebf6d,cc08c154-76c4-4769-be40-aaf165e440b3,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
9f063331-aa4a-4c90-9d38-98bae19d5d9b,e70f5604-e247-45c4-9db7-014c11a41d0a,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
81cf8393-c831-4b1b-b25e-4b38f199f02d,d68e6e79-4477-4a16-9321-79fde84c4200,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
946b5879-b302-4bf8-9563-939cfe718caf,43ca5b3d-f8d8-4e40-9b1d-5d415a5d4391,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
db69132b-380e-4958-bdb6-997293a2801c,9fec2ae2-884c-41ed-b781-466550bbd0b1,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
876ccaa2-130b-44af-9a6a-46406314f6cc,8fceeffe-2bdc-494e-b793-1ba8eea80e09,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
dbc09cc4-74a2-4d25-8fd4-f4265351bfb9,98fdcff4-bc6e-4035-9427-313addf04b08,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
036af10b-329b-48c9-a7a5-feddb1e2216f,15f2efac-4f27-4b5c-a2d0-1c9ab90b9f16,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
7f56d17a-04b5-4299-b2be-1513d9765d52,d2083238-d351-4596-a0b2-1ae5e0e8e412,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
cf9a3583-de61-47b8-91f9-700fd62fd433,d6734588-54f8-4395-821d-3f6669d8332f,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
d0e9863e-cf08-45ad-afb3-c9819252537f,bd9c1c3f-936c-42cb-9924-50711e7a8e70,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
38e9436f-654f-4c8e-9a36-b56a5b7827d8,ce27869a-03a8-4dc9-90f5-441d03e7d97e,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
fbb38b3f-47ea-4ebd-9599-f1a88b70763b,5072ef92-6fcd-4355-af48-36ed83d1667c,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
a64e12f2-f6d4-43da-8703-896ad36726eb,9f48e195-10cf-46c5-a116-3598874d495b,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
c80e633b-ea91-4dde-8374-c0f1a8b8da8a,d7da7fba-3d87-46e4-9356-2c6cc3a4482d,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
464ee00a-8bb4-4f6e-8cfb-0b9bcd24fe6e,1dd04607-7227-46ae-a213-20bea352a0b8,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
cba34c84-80e8-45de-ac32-3fe565062253,229a0aea-c979-4c06-92cd-8677e7bd6316,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
5c8174f1-1f6c-4bbc-a9a4-e659af895c4d,c35c923f-d9ca-4b84-baf1-0cae0247ead5,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
c2e5451f-b06f-4221-8dcc-c83ad4d7af15,d68e6e79-4477-4a16-9321-79fde84c4200,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
3a3607e3-6948-41b2-b5e0-baf55de73cb3,f7276ccc-ae0b-4bab-91af-6b353999b47d,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
dc9cf3f2-bc53-422d-8180-817c898202b1,d6734588-54f8-4395-821d-3f6669d8332f,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
7611b82b-bb64-42f3-a896-ba72046483da,05ee173f-75d0-4368-a2c9-c5a22da7e476,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
d0962045-a5b0-43ec-b0fb-1737f1b72ff5,181898d2-4913-4aca-a3e8-2bf2ed62fd15,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
f806ea5d-2336-4668-9469-3eec9e3a7051,62f2b56b-1f44-41ba-9f99-01514e74088f,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
b6ec30f4-1835-421c-9e46-3230c6442a71,0447e566-cb88-4210-808d-819647a6e46f,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
2abbbe6b-daa6-4add-87dc-ccb7a57f02cd,05ee173f-75d0-4368-a2c9-c5a22da7e476,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,Existing problem,#N/A,Deployment Needed,Medium,#N/A,false,#N/A
0c6b4a82-103c-41f0-a291-31fd00aa7475,29d0a2fe-3b92-4fba-b34d-b3d266eb365c,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
c014c1bc-265b-45cd-a2e4-0530d11c3f95,9a7174e1-7076-4faa-a3e8-fa545ac5de65,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
db939e24-507b-406f-99a3-30c693b506f5,31eade5e-7bea-4f8e-8f37-a40483a150af,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
a1c97c6b-23e9-4d2a-a431-0f6bb2e2ffc3,d7f1abdd-4128-49fd-b758-7e5ad079c7d1,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
2908018f-b9b9-413c-bb10-7dc9849af409,4daa6ee9-e671-4e3a-8a63-182797bea466,#N/A,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
40a59fad-392c-4592-b51e-1d845146aee2,35e6cdf2-b98a-4813-805e-b3ea5fa07b70,#N/A,#N/A,#N/A,#N/A,Problem,Closed,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
bc1d9b35-240b-481a-a463-5ad367615743,6aadbb54-a0c9-4223-8fe0-b7ae8297d947,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
49ba348e-5119-4c6e-bd58-98eb6017139f,e5fcdd56-47f8-4694-bfa1-12a494ae728e,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
1adc308b-10af-4e97-b211-ff5cdecf7846,4a44e24c-8d9d-4a2b-a02b-2217547261bd,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
3418468f-583a-4086-971c-70160640b754,380d9c79-d077-4b94-96b5-d6df17fc4c5a,#N/A,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,#N/A,Assistance with TableStart and End,Medium,EMEA Case,false,#N/A
b8da2907-3786-42ea-8efd-488248b4d30f,9936e5e6-14a3-4dbf-87b4-a054504fbf61,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
25aa57c9-3247-409d-abe1-fb2c3c9b114c,4e45048b-93f7-4da8-8d56-79e6609f2b34,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
8966cb11-3c8f-4c4a-94bb-4ccf94e925fd,43ca5b3d-f8d8-4e40-9b1d-5d415a5d4391,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,Complex functionality,#N/A,Problem in   Scheduled Event,Medium,Prefers Direct Phone Outreach,false,#N/A
a0bd62e1-bed0-4ff1-b245-d6fcac027c69,cee475b0-56b6-4f2b-be7b-7d8763f63226,#N/A,#N/A,#N/A,#N/A,Problem,Closed,User didn't attend training,#N/A,Brett would like some help with a new template.,Medium,User Needs Help,false,#N/A
b0216adf-e63e-4906-8e75-1a34d6181f60,82349597-86d3-4055-b4de-1f2c1354cafa,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
b9335f94-5ee3-449c-a71e-bba229dfceb0,cee475b0-56b6-4f2b-be7b-7d8763f63226,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
003a5376-6249-4e3f-ab05-7ceaa70832a2,d6cd5a4f-4f8b-4279-ab65-5c0c59100b6a,#N/A,#N/A,#N/A,#N/A,Problem,New,User didn't attend training,#N/A,Some fields from report not populating,Medium,EMEA Case,false,#N/A
988d33f8-0f23-45a6-929a-0605e78387b4,9f48e195-10cf-46c5-a116-3598874d495b,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
a45c71cf-a776-4fb4-8c4a-b6a721acb7ed,92a6efd5-7523-4651-a1da-31ad09d6bd88,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
fc6e573a-f434-4dbf-a215-d013ac3ce6bb,c64ab0e9-d4c2-49b1-988f-24bd799f061e,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
bd5fca6b-92db-4025-a7a0-6209c36ba23d,73a11015-4b91-4e38-8a95-f4e39357b76d,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
9f71f74a-8c1f-457d-a4c0-30da47ff0208,a42e6e79-d796-4a1f-9556-e7615bc31e56,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
1723ee41-4c8e-4614-a553-cf35807048e1,6c62d661-c3fa-43a3-93a4-7850a466205a,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
127efd72-fdd9-4dcf-9034-e40e6686c450,437df295-8391-422c-b5fe-73dd46f186f5,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
cd4b0fe2-625f-4d78-963f-179a6242bfb3,6c4a94ed-25c3-476c-9c1c-88dee517ef27,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
8372d440-209e-49fa-8148-6f070291fa8e,ad957499-2386-4f9b-a5fd-e6bd425b73a3,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
dbe05d5a-f9bb-4833-b6a8-58ea25a0b70e,4b9e1789-4962-4ed4-a016-d026f66566e1,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
3ef0ee45-4896-4801-817d-afa189d1ff7a,14082410-8bcd-427d-a1bf-d84384b0e013,#N/A,#N/A,#N/A,#N/A,Question,Approved,Instructions not clear,#N/A,Current Balance,Medium,Unsure how much I owe this month.,false,#N/A
b69ac161-8c64-4f38-9da4-26d317dd7675,f56ebb78-427e-422f-8087-0e73656bba06,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
ea28bee5-ea96-4fe4-a5f0-06fed9820171,37a48864-056a-4181-84b9-1c220a4f6912,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
6fa1e1df-5f7f-4010-8625-34c2b1e03fa8,43ca5b3d-f8d8-4e40-9b1d-5d415a5d4391,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
48b4ee43-9ef8-4d01-ae7e-2038f7dc6967,629f686e-9380-4d08-900f-95f9fce8d18d,#N/A,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
2f7cc131-5d66-42bf-a7c6-276b19e4b576,4b9e1789-4962-4ed4-a016-d026f66566e1,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,Complex functionality,#N/A,Troubleshooting custom solution,Medium,User Needs Help,false,#N/A
1b7df9cb-b31c-4455-ad90-26aca711eeaa,f7276ccc-ae0b-4bab-91af-6b353999b47d,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
f9c580d0-34e4-436e-924e-d997665eff60,7f28e13d-4c36-4a97-be0a-ac4cb933b888,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
d6e87dc6-1854-46e9-9321-d7c6c48381ad,1303adb4-87fc-47ff-93de-6d489aa30988,#N/A,#N/A,#N/A,#N/A,Question,Closed,Existing problem,#N/A,Enable Manager v5,Medium,User Needs Help,false,#N/A
ae303a3f-a02c-427f-8e29-35c69e271917,bb30fe42-4973-4beb-96d3-3e0ab265fa51,#N/A,#N/A,#N/A,#N/A,Question,New,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
e51c82b1-5373-47d5-91a3-799be4ada400,d68e6e79-4477-4a16-9321-79fde84c4200,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
3d6f2b39-b3b2-4a09-9460-ea94f3084d09,bf2c0e9d-652b-40cb-b120-453881337368,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
